name,country,region,state,varietal,price,description,merchant,address
Villa Antinori Toscana Rosso,Italy,NA,Tuscany,Sangiovese,16.99,"Villa Antinori shows an intense ruby red color, and its nose is a complex one: there is red fruit,  cherries and plums along with berry fruit and mint, well balanced with the sensations of spices and vanilla from the oak barrels. The palate is round and is endowed with supple and velvety tannins as well as a long and savory finish and aftertaste.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Villa Puccini Toscana Rosso,Italy,Toscana,Tuscany,"Sangiovese, Merlot",11.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Vincent Legou Bourgogne Blanc,France,Bourgogne,Burgundy,Chardonnay,17.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Weingut Hirsch Gruner Veltliner Hirschvergnugen,Austria,Kamptal,Niederosterreich,Gruner Veltliner,15.99,"Bright green yellow hue, fine apple characters with a lemony touch, delicate mango, floral nuances. Juicy white pear fruit – light-footed and approachable style. Crisp, refreshing and quite quaffable",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Wente Cabernet Sauvignon Southern Hills Estate Grown,United States,Livermore Valley,California,Cabernet Sauvignon,13.99,"Our Estate Grown Southern Hills Cabernet Sauvignon is named for our vineyards located along the southern hills of the Livermore Valley. The Wente family farms approximately 400 acres of Cabernet Sauvignon
vineyards using the two clones originating from California wine pioneer Charles Wetmore’s Bordeaux cuttings in the 19th century. With Livermore Valley’s unique East-West orientation, well-drained rocky soils, and unique mesoclimates, the Southern Hills vineyards are located in the most desirable settings with exposures ideal for growing Cabernet Sauvignon of distinct character, depth and intensity. ",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Wente Morning Fog Chardonnay,United States,Livermore Valley,California,Chardonnay,11.99,"Our 2018 Estate Grown Chardonnay is a beautiful expression of the Livermore Valley with aromatics from creamy lemon curd, graham and a touch of floral and vanilla. This wine is medium-bodied with a nice acidity.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Whispering Angel Cotes de Provence Rose,France,Cotes De Provence,Provence,"Grenache, Cinsault, Rolle, Vermentino, Syrah, Tibouren",18.99,"Pale rose color, fine nose, and some flinty/stony notes. Fresh red currant, herbs, ripe citrus, and anise. Medium weight- young, pure, and crisp with good grip.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Whitehaven Marlborough Sauvignon Blanc,New Zealand,Marlborough,NA,Sauvignon Blanc,15.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Woodbridge Cabernet Sauvignon,United States,NA,California,Cabernet Sauvignon,12.99,"Woodbridge by Robert Mondavi Cabernet Sauvignon Red Wine is a medium-bodied California wine that opens with enticing aromas of cherries, berries, rich cedar, brown sugar, and toast. This delicious red wine bestows flavors of berries, toasted marshmallow, graham cracker, and chocolate. Medium-bodied and with a pleasing complexity of flavors, this cabernet sauvignon wine pairs deliciously with grilled meats, tomato-based pasta dishes, and chili. Many of the grapes used to make this Woodbridge wine are harvested from California vineyards where warm days and cool breezes cultivate fully mature grapes that consistently produce well-balanced and fruit-expressive red table wine. Crafted to increase richness and soften tannins, this bottle of wine has a toasty caramel finish. Store this cabernet sauvignon wine at room temperature, then chill for 30 to 60 minutes and serve at approximately 60 degrees. Woodbridge by Robert Mondavi wines are fruit-forward and balanced, making them ideal for everyday enjoyment. Please enjoy our wines responsibly. © 2020 Woodbridge Winery, Acampo, CA",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Woodbridge Chardonnay,United States,NA,California,Chardonnay,12.99,"Woodbridge Chardonnay displays aromas of tropical fruit with a hint of cinnamon and maple, leading to a rich, toasty finish. This vibrant, medium-bodied Chardonnay is lovely to pair with appetizers, including grilled summer vegetables and fresh fruits.

Additionally, the wine can be enjoyed with heartier dishes such as lemon-pepper chicken. Best served slightly chilled.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Woodbridge Pinot Grigio,United States,NA,California,Pinot Grigio,12.99,Woodbridge by Robert Mondavi Pinot Grigio Dry White Wine is food-friendly with flavors and aromas of nectarine and fresh peach. Pair it with seafood and other light dishes or sip it solo.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Woodbridge by Robert Mondavi Lightly Oaked Chardonnay,United States,NA,California,Chardonnay,12.99,"As the central valley heats up, cool maritime breezes are drawn across Woodbridge's Lodi region winery creating a Mediterranean-like climate of warm days and cool nights ideal for growing premium grapes. By using state-of-the-art technology for winemaking, employing unique growing techniques, and cultivating relationships with the local growers, Woodbridge is able to help ensure high quality grapes that would produce excellent wines. Woodbridge by Robert Mondavi Lightly Oaked Chardonnay displays citrus, lemon cream, and floral aromas that lead to vibrant flavors of white nectarine and citrus that shine through the finish. This white wine is crisp and fresh with just a touch of oak creaminess. Pair with light dishes, such as grilled shrimp or pasta Pomodoro. Best served slightly chilled. Fine wines for everyday enjoyment, since 1979.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Zaccagnini Montepulciano D'Abruzzo,Italy,Montepulciano d'Abruzzo,Abruzzo,Montepulciano,14.99,"Ripe cherry and cranberry on the nose. Fresh acidity. Grippy tannins. Dry wine with lots of cherry, red fruit, and a hint of oak and vanilla.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Zaccagnini Pinot Grigio,Italy,Colline Pescaresi,Abruzzo,"Pinot Grigio, Pinot Gris",13.99,"Pale yellow with green nuances; very delicate bouquet, fragrant with extremely pleasant aromas. Very fresh and well-balanced flavors. With a crisp and elegant finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Zmora Semi Sweet Cabernet Sauvignon,Israel,NA,NA,Cabernet Sauvignon,7.99,"Among the enchanting secrets that often escape aficionados of Cabernet Sauvignon are the youthful nuances of character displayed during the wine's infancy. These characteristics include a vibrant purple color, a soft texture, and a perceived sweetness on one's palate, with fresh berry, cherry and floral aromas. Segal's Zmora is produced by cold fermenting ripe grapes in exclusively stainless steel tanks, eliciting the exceptional characteristics found in a good Cabernet Sauvignon.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Zonin Prosecco,Italy,Prosecco,Veneto,Prosecco,10.99,"Pale, straw yellow color with subtle green hues, Zonin Prosecco reveals a persistent perlage and rich mousse. The bouquet is refined and elegant, enhanced by pleasing fruity notes.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
1000 Stories Zinfandel,United States,NA,California,Zinfandel,14.99,"Bob sources grapes from premium vineyards throughout California, selecting parcels which are most expressive. Mendocino County is celebrated for Zinfandel, so Bob considers Mendocino grapes as an essential component to the blend. These vineyards are located on bench land from Redwood Valley south to the Sanel Valley, a distance of 26 miles, and range in age from 9-45 years old.

BARRELS & AGING
1000 Stories begins its aging like most Zinfandels: in wine barrels. Then, the tradition transitions to innovation. Bob selects a combination of new and used bourbon barrels to complete the aging process. Each batch is crafted individually and is unique in its final profile.  Aging in bourbon barrels imparts characteristics of charred vanilla and dried herbs.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
14 Hands Hot to Trot Red Blend,United States,Columbia Valley,Washington,"Merlot, Syrah, Cabernet Sauvignon, Pinot Noir, Zinfandel, Cabernet Franc",11.99,"Red wine. Born from the starkly beautiful hills of Washington State, 14 Hands Hot to Trot red blend is named for the unbridled spirit of the wild horses that once frolicked there. Right out of the gate, this smooth and easy drinking red wine immediately piques your interest with its enticing ruby color. Your nose is drawn to the generous aromas of ripe red berries and dark stone fruits. At first sip these fleshy flavors gallop across your tongue in perfect harmony, balanced by soft and velvety tannins, and finish with just a hint of mocha. Cellared & bottled by 14 Hands Winery, Paterson, WA, USA. Alc. 13.5% by vol.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
14 Hands Sauvignon Blanc,United States,Columbia Valley,Washington,Sauvignon Blanc,11.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
19 Crimes Cabernet Sauvignon,Australia,NA,South Eastern Australia,Cabernet Sauvignon,9.99,"Bright red to crimson hues, this wine confidently takes charge with intense lifted vanilla aromatics balanced with red currants, violets, and mulberry fruits. Firm and full on the palate with a subtle sweetness giving a rich mouth feel. The vanilla aromatics carry through on the palate and compliment subtle flavors of red currants, dark cherries, and chocolate. The palate is filled with dark berry fruit and the soft tannins provide a lingering finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
19 Crimes The Banished Red Blend,Australia,NA,South Eastern Australia,Red Blend,9.99,A blend that is brooding with richness. Intense lifted dark chocolate and vanilla aromatics balanced with blackberry and plum fruits. Full and round on the palate with a distinct sweetness making the wine rich and mouth coating. The dark chocolate and vanilla aromatics carry through on the palate and compliment subtle flavors of cloves and cinnamon spice. The palate has a long rich plush finish brooding with dark forest fruits. Shiraz dominant with finishes of Cabernet Sauvignon and Grenache. 100% American Oak.,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
19 Crimes The Uprising Aged in Rum Barrels Red Blend,Australia,NA,South Eastern Australia,"Shiraz, Syrah, Cabernet Sauvignon, Grenache, Garnacha",9.99,"The Uprising, a new wine aged for 30 days in Rum Barrels, pays homage to Australia’s Rum Rebellion of 1808. Due to the Government's hindering of the rum trade, citizens and soldiers banded together to overthrow them. 19 Crimes aged a portion of this wine in Rum barrels lending a warm brown sugar finish to this dark jammy wine.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Sinegal Estate Cabernet Sauvignon,United States,Napa Valley,California,Cabernet Sauvignon,79.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2017 Vine Hill Ranch Cabernet Sauvignon,United States,Napa Valley,California,Cabernet Sauvignon,239.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Cali 3 Pack,NA,NA,NA,NA,59.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Cheers 2 Pack,NA,NA,NA,NA,39.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Ciao Ciao 2 Pack,Italy,NA,NA,NA,19.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Family Winegrower 6 Pack,NA,NA,NA,NA,190.0,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Golden West 6 Pack,NA,NA,NA,NA,300.0,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 International 6 Pack,NA,NA,NA,NA,79.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Main Street Madison Gift Basket,NA,NA,NA,NA,89.95,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Napa Valley Select 3 Pack,United States,Napa Valley,California,NA,300.0,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Napa Valley Select 6 Pack,United States,Napa Valley,California,NA,600.0,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Saber Society 2 Pack,NA,NA,NA,NA,150.0,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
2020 Salute A Tuti 3 Pack,NA,NA,NA,NA,29.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
A To Z Wineworks Pinot Noir The Essence Of Oregon,United States,NA,Oregon,Pinot Noir,24.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Abadia Retuerta Seleccion Especial,Spain,Sardon De Duero,Castilla Y Leon,"Tempranillo, Red Blend",24.99,,Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Acacia Chardonnay Carneros,NA,Carneros,California,Chardonnay,17.99,"Aromas of ripe stone fruit, lemon peel, mandarin spice and tones of warm honeycomb. The wine expands across the palate in rich, silky layers with flavors of crème caramel, green apple and lemon oil. The beautiful balance the wine achieves through the harmonious blend of acidity and creamy complexity leads to a natural, lingering finish graced by fresh citrus and toasted almond notes",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Adaptation Cabernet Sauvignon,United States,Napa Valley,California,Cabernet Sauvignon,61.99,"Brings beautiful ripeness with elegant tannins, depth and complexity, delivering notes of red cherries, blueberries, currants, forest floor, mocha, cocoa powder and crushed rocks. Bright acidity adds freshness and verve to the multi-dimensional mouthfeel leading into the long persistent finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Adelsheim Pinot Noir,United States,Willamette Valley,Oregon,Pinot Noir,24.99,"This is a lovely vintage for our Willamette Valley bottling. There are lush red cherries and delicate baking spices on the nose, along with sneaky hints of lavender and honeysuckle. This is positively vibrant on the palate, bursting with freshness. The texture is supple with smooth tannins leading into the finish.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
Agrapart Champagne Les 7 Crus Brut,France,NA,Champagne,"Sparkling, Champagne",54.99,"A superb non-vintage bottling that beautifully synthesizes the pure and opulent fruit of top quality chardonnay vineyards in the Côte de Blancs with a racy, structured minerality that gives the wine superb length and cut. It is delicious out of the blocks, but really will easily keep ten to fifteen years.",Gary's Wayne,"1308 NJ-23, Wayne, NJ 07470, USA"
